,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_previous,normalized_score,sentiment,trading_date,prev_trading_date
41,ROKU,292456.6748523086,6.764817020019764,0.008776341173563313,0.9438881522078534,208376.0,14035.046015486841,BULLISH,2025-05-16,2025-05-15
18,IBB,145331.7026866908,3.1818440784349673,-0.012879228073762954,0.3039136230318389,104491.0,13908.537834520754,BULLISH,2025-05-16,2025-05-15
29,MU,2216894.938229005,10.069564622859989,0.004106886096783541,1.3876375070268676,1681983.0,13180.245806461806,BULLISH,2025-05-16,2025-05-15
19,IWM,12107433.204994848,7.657882390289819,-0.004190912130448876,-2.6851867179161837,10137506.0,11943.206943596235,BULLISH,2025-05-16,2025-05-15
54,V,335090.51297564886,6.161095243616953,-0.0003866130768101118,-0.8371623563153198,285171.0,11750.51155186358,BULLISH,2025-05-16,2025-05-15
8,CPRT,41731.56237193675,3.439424923946157,-0.020228019652718976,0.9682735588090281,36141.0,11546.875396900126,BULLISH,2025-05-16,2025-05-15
35,PLTR,3237506.7336937934,2.861609151577727,0.016267868665207037,-2.8294446717596577,2981972.0,10856.932035893677,BULLISH,2025-05-16,2025-05-15
44,SGMO,53973.47480406303,3.6439441096303837,-0.16487608032226567,3.1038206528402608,50171.0,10757.90293278249,BULLISH,2025-05-16,2025-05-15
12,DIS,805674.3916931297,3.2520625090374558,0.033197441635464994,4.073940736472891,877272.0,9183.860783122336,BULLISH,2025-05-16,2025-05-15
9,CSIQ,64066.75591649121,10.094329028642479,-0.04078822801543444,5.191474700798416,71110.0,9009.528324636649,BULLISH,2025-05-16,2025-05-15
16,GRAB,826048.0749531892,1.5540626502247976,-0.20017971670037676,-0.6670230643936701,1009291.0,8184.439125615796,BULLISH,2025-05-16,2025-05-15
38,RBLX,696851.1601910428,9.254252626384131,-0.0018533288902179248,0.15761612500736802,893438.0,7799.658848079473,BULLISH,2025-05-16,2025-05-15
45,SPHR,15838.489056165678,5.433824904247652,0.0019568931682369126,1.5650420509874308,27598.0,5738.998860847046,BULLISH,2025-05-16,2025-05-15
27,MSFT,1035922.3808189596,0.4515349102338021,0.0004030731704448722,-3.030534501915275,2008681.0,5157.226960472864,BULLISH,2025-05-16,2025-05-15
60,XLF,2537032.1475011883,4.744610623570834,0.02662228062880667,-0.49628004370477047,4986919.0,5087.373882553913,BULLISH,2025-05-16,2025-05-15
47,SRPT,51027.465249130844,2.985428330497575,-0.08762698861665813,1.596354825860511,101716.0,5016.660628527552,BULLISH,2025-05-16,2025-05-15
48,TCMD,1430.7373736984905,1.6397145229070518,0.1761409582519531,1.6397145229070518,3639.0,3931.6773116199242,BULLISH,2025-05-16,2025-05-15
10,CVNA,125077.65327252446,1.9011072227568067,-0.006814090634083285,-2.1813987773198797,323999.0,3860.4333122177677,BULLISH,2025-05-16,2025-05-15
61,XLI,408670.5094787852,6.469212550777423,0.031085872367425108,1.8903645451889246,1324354.0,3085.810209949796,BULLISH,2025-05-16,2025-05-15
58,XLB,71284.66083196079,3.482283870407844,0.032575795681619966,-0.2919714013740436,288707.0,2469.100535558916,BULLISH,2025-05-16,2025-05-15
43,SGI,2756.801515677508,2.2013499424361602,-0.004181174539317262,-0.522570555921119,11941.0,2308.6856340989098,BULLISH,2025-05-16,2025-05-15
33,NVDA,4272895.687857163,0.4187605364365331,-0.0093538676979475,0.2748955930027409,20383517.0,2096.250459553748,BULLISH,2025-05-16,2025-05-15
31,NOW,18905.402004970885,2.987616340111124,-0.005234011804479003,0.17731825148819058,91172.0,2073.597376932708,BULLISH,2025-05-16,2025-05-15
36,PM,45653.60194613787,2.5016650751284004,-0.011537707934333286,-1.623143434915968,223943.0,2038.62598724398,BULLISH,2025-05-16,2025-05-15
17,GS,44089.80150456487,4.998088746708528,0.0165994281681339,-0.087829338978243,243959.0,1807.2627574537062,BULLISH,2025-05-16,2025-05-15
5,BAC,426898.3166460477,0.3045183571969091,0.03079960298412908,2.9122623618132923,2732704.0,1562.1827927431866,BULLISH,2025-05-16,2025-05-15
28,MSTR,191384.582984685,-1.2107040299702347,-0.024842832244069187,-3.2989187606346015,1733168.0,1104.2471531016324,BULLISH,2025-05-16,2025-05-15
59,XLE,151113.63167562988,-0.724342678773826,-0.028732291425979446,-1.397459043428458,2187282.0,690.8740239056046,BULLISH,2025-05-16,2025-05-15
62,XLK,15317.182114334715,1.740549608787476,-0.005354274377104027,1.3826215545262552,375536.0,407.8752000962548,BULLISH,2025-05-16,2025-05-15
21,JPM,21176.064869773654,2.7084976086811534,-0.0025228599087549087,-2.814150881155605,713564.0,296.76475928961736,BULLISH,2025-05-16,2025-05-15
52,TSM,30895.861504317665,0.39254873247534716,0.01212244198378347,-0.8189755955461097,1750385.0,176.50894805610002,BULLISH,2025-05-16,2025-05-15
67,XLY,-9066.568305384533,3.102560487156083,-0.02021098525262926,0.5144235974383132,334925.0,-270.7044354821089,BEARISH,2025-05-16,2025-05-15
4,AMZN,-394976.12937092426,1.043230427196094,-0.0025828791401632536,-1.7339388755261835,3709908.0,-1064.652086711919,BEARISH,2025-05-16,2025-05-15
0,AAPL,-3339353.46161627,0.47504397040630003,-0.012335367202482215,-2.6231604810653857,4565274.0,-7314.683547178702,BEARISH,2025-05-16,2025-05-15
25,META,-2537432.889901958,-3.6907865033417386,-0.0024629702314231824,-0.5843227811659614,1909622.0,-13287.618648622385,BEARISH,2025-05-16,2025-05-15
24,MBLY,-352457.3700525286,-2.904662438560903,-0.016251726690928135,-3.096987726097071,220903.0,-15955.300292550513,BEARISH,2025-05-16,2025-05-15
14,FSLR,-952616.1239300912,-11.75757623978876,-0.01732087672296091,8.545806451232208,542483.0,-17560.294496419083,BEARISH,2025-05-16,2025-05-15
39,RDDT,-718758.3843043994,-4.524633752361609,-0.0031498397381196476,-1.5793156220651166,380811.0,-18874.412354275464,BEARISH,2025-05-16,2025-05-15
22,MA,-300857.97445261036,2.7574996123841005,0.004621396316624488,-0.5580021525574418,124789.0,-24109.334512866546,BEARISH,2025-05-16,2025-05-15
6,CAVA,-1057252.3782464087,-5.661964359043584,-0.10532585746134442,-18.457501656223616,145126.0,-72850.65241558429,BEARISH,2025-05-16,2025-05-15
