,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_evening,normalized_score,sentiment,sector
20,JOBY,0.0,0.0,-0.9990199658426084,0.0,203614.0,0.0,BEARISH,eVTOL
29,MU,0.0,0.0,-0.5256755961095411,0.0,1995132.0,0.0,BEARISH,Semiconductor
34,PDYN,0.0,0.0,-1.1494201602770617,0.0,6715.0,0.0,BEARISH,Technology
22,MA,0.0,0.0,-0.29252604742992494,0.0,138378.0,0.0,BEARISH,Financials
16,GRAB,0.0,0.0,-2.210855644548263,0.0,956030.0,0.0,BEARISH,Rideshare
13,ENVX,0.0,0.0,-1.5250365298648756,0.0,425558.0,0.0,BEARISH,Clean Energy
5,BAC,0.0,0.0,-0.3631636063621378,0.0,3069808.0,0.0,BEARISH,Financials
9,CSIQ,0.0,0.0,-1.2446218582635178,0.0,79506.0,0.0,BEARISH,Clean Energy
6,CAVA,0.0,0.0,-0.6219025873396725,0.0,173881.0,0.0,BEARISH,Restaurant
62,XLK,0.0,0.0,-0.3530458976610789,0.0,389976.0,0.0,BEARISH,Technology
63,XLP,0.0,0.0,-0.24451984102107277,0.0,472034.0,0.0,BEARISH,Consumer Staples
52,TSM,0.0,0.0,-0.47123116447074465,0.0,2032011.0,0.0,BEARISH,Semiconductor
55,VKTX,0.0,0.0,-1.0684205783052318,0.0,204538.0,0.0,BEARISH,Biotech
23,MARA,0.0,0.0,-1.1160389502128765,0.0,1878211.0,0.0,BEARISH,Crypto
35,PLTR,0.0,0.0,-0.7808849113214715,0.0,3821522.0,0.0,BEARISH,Software
41,ROKU,0.0,0.0,-0.6133806164925817,0.0,234833.0,0.0,BEARISH,Technology
40,RIOT,0.0,0.0,-1.246687294457806,0.0,1296889.0,0.0,BEARISH,Crypto
50,TQQQ,0.0,0.0,-0.8499615959002204,0.0,1141492.0,0.0,BEARISH,Leveraged Index
44,SGMO,0.0,0.0,-1.7476269656121926,0.0,87610.0,0.0,BEARISH,Biotech
45,SPHR,0.0,0.0,-0.5444585744912284,0.0,39356.0,0.0,BEARISH,Technology
48,TCMD,0.0,0.0,-1.1559954711254223,0.0,3164.0,0.0,BEARISH,Healthcare
51,TSLA,0.0,0.0,-0.676834852511167,0.0,8644875.0,0.0,BEARISH,EV
49,TNA,0.0,0.0,-0.9688934180565403,0.0,318711.0,0.0,BEARISH,Leveraged Index
42,SERV,0.0,0.0,-1.2696767372996536,0.0,86404.0,0.0,BEARISH,Services
38,RBLX,0.0,0.0,-0.5919436947634859,0.0,437889.0,0.0,BEARISH,Software
58,XLB,0.0,0.0,-0.4344493371937167,0.0,544378.0,0.0,BEARISH,Materials
56,WGS,0.0,0.0,-1.5643628059372199,0.0,37794.0,0.0,BEARISH,Biotech
60,XLF,-16.666666666666707,-0.0025387154100025445,-0.40391411568844304,0.0025387154100025445,5319754.0,-3.1329769509392176e-06,BEARISH,Financials
3,AMD,-12.328398384925979,-0.006689310029802485,-0.48562615794288944,0.006689310029802485,3896051.0,-3.1643318798768236e-06,BEARISH,Semiconductor
53,U,-10.033444816053512,-0.013935340022296544,-0.7954770793796117,-0.013935340022296544,753849.0,-1.3309621444153287e-05,BEARISH,Software
59,XLE,-82.1917808219178,-0.0275072894316994,-0.34785665769380414,-0.0275072894316994,2452585.0,-3.3512306738366986e-05,BEARISH,Energy
54,V,-15.069615069615097,-0.0044453141798274625,-0.30411983444947543,0.0044453141798274625,328605.0,-4.585936023376119e-05,BEARISH,Financials
19,IWM,-1197.8204953356053,-0.017791604593903984,-0.251483743635908,0.0476386385449051,12033300.0,-9.954214515848564e-05,BEARISH,Index
47,SRPT,-17.783019604083577,-0.037596235949436736,-1.0067402127926848,0.037596235949436736,85106.0,-0.00020895142062937486,BEARISH,Biotech
32,NVAX,-73.45454545454545,-0.1200237670825906,-1.595554305491728,-0.1200237670825906,283409.0,-0.0002591821200263416,BEARISH,Biotech
57,XBI,-198.8059701492537,-0.18706389298971066,-0.31417461938357355,0.09906722467776594,720619.0,-0.0002758822209090431,BEARISH,Biotech
64,XLRE,-39.867109634551504,-0.07878875421848124,-0.3483596422567858,0.07878875421848124,55060.0,-0.0007240666479213858,BEARISH,Real Estate
39,RDDT,-1105.6504942649674,-0.0015375545551210125,-0.7561511934340491,0.07815413798510776,421685.0,-0.002621982034611066,BEARISH,Social Media
66,XLV,-2263.134657836644,-0.12393946647517218,-0.36199530046246997,0.12393946647517218,384582.0,-0.005884660898941302,BEARISH,Healthcare
18,IBB,-807.8313253012049,-0.18393245111593917,-0.2199689248851088,0.18393245111593917,92123.0,-0.008769051434508264,BEARISH,Biotech
15,GOOGL,-63133.83904505157,-0.009940055297430512,-0.3812517113384378,0.009940055297430512,3166701.0,-0.0199367856469719,BEARISH,Technology
