,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_previous,normalized_score,sentiment,sector
14,FSLR,155360225.4157087,149.12594862971167,0.15215159395809333,116.08983243446006,566034.0,2744715.4307993636,BULLISH,Clean Energy
35,PLTR,412151509.63813114,54.219333111238896,0.0797644150049749,30.277334469054594,3529296.0,1167800.9145113677,BULLISH,Software
1,ACHR,39001963.606072135,80.87839254758647,-0.09666284382094686,44.07708742405746,506202.0,770482.2107789407,BULLISH,eVTOL
33,NVDA,1430823549.6786294,19.19066451003542,0.05235026294168397,8.671216361152693,21580505.0,663016.7133153878,BULLISH,Semiconductor
50,TQQQ,38127341.646314524,21.287175069726594,0.01034651114500196,7.680664578562415,1090308.0,349693.31277322123,BULLISH,Leveraged Index
10,CVNA,11831862.683534764,35.29210228607036,0.053033852802403296,21.877556900076403,353257.0,334936.39711413404,BULLISH,Auto Retail
51,TSLA,251586157.8277309,18.57605214827468,0.0708555787780572,6.695376596354755,8400471.0,299490.5378849958,BULLISH,EV
3,AMD,78308921.40680154,26.72791756401391,0.03524248371992733,11.33856656709324,3779296.0,207205.04931818397,BULLISH,Semiconductor
25,META,41178051.79462821,16.343184711338523,0.03639224271081418,4.966931517186236,2037662.0,202084.80010241253,BULLISH,Technology
38,RBLX,5676845.947597328,19.248198784080294,0.08051974804915842,9.676666596816517,352706.0,160951.2156753026,BULLISH,Software
61,XLI,17736748.375529356,7.189355830076629,-0.03746652747297574,4.4326966435176605,1111300.0,159603.60276729378,BULLISH,Industrials
29,MU,27057917.367757183,22.37996825436253,0.04953665448855118,9.356364095300284,1969325.0,137396.9119762212,BULLISH,Semiconductor
52,TSM,15236309.169072121,21.912502709577403,0.02038616002905818,5.904659950796155,1366615.0,111489.40388530875,BULLISH,Semiconductor
37,QQQ,88365149.78306028,19.510961632277382,0.015153972082271058,4.140282117814943,9118989.0,96902.35374015724,BULLISH,Index
30,NBIS,3370716.8161174925,19.565544944086184,0.10725344735986399,4.240870000925301,384737.0,87610.93464152115,BULLISH,Technology
28,MSTR,16483892.798092995,6.277621303978651,0.001246905871894602,-0.4202383345338572,2045206.0,80597.71386399705,BULLISH,Crypto
17,GS,1972757.7397751869,13.12856926680413,0.010357597166079343,1.7150331812651545,281894.0,69982.25360508513,BULLISH,Financials
45,SPHR,254934.01112531032,15.292194027574332,-0.008579291371267088,8.167295138459878,45056.0,56581.589827172924,BULLISH,Technology
42,SERV,485455.32202015276,11.603308601506432,-0.03763352028132054,5.478418363305919,88084.0,55112.7698583344,BULLISH,Services
46,SPY,83378827.21506618,11.470522572112223,0.004850850867233236,-1.5908507515903259,16604310.0,50215.17137120794,BULLISH,Index
5,BAC,15240150.43173586,18.850327590920706,0.02414640748151777,7.115767785986284,3057901.0,49838.59984916405,BULLISH,Financials
41,ROKU,1137849.0332690298,18.169459954666028,0.03830501169787582,4.679934948871493,229619.0,49553.78401913735,BULLISH,Technology
4,AMZN,20687401.399227437,12.295571842115887,0.010808441840651118,1.3040906022151932,4186570.0,49413.72388190676,BULLISH,Other
31,NOW,514130.4637200282,10.41024382386171,0.021365172159430686,2.4763090512211265,110007.0,46736.15894625144,BULLISH,Software
0,AAPL,23499302.879724022,7.4838791619785745,0.009490199348926542,-0.7669912170938962,5090996.0,46158.55694980711,BULLISH,Technology
40,RIOT,4047188.3622132577,11.918404355081877,0.11416917688677385,2.557417457992374,994716.0,40686.87305937833,BULLISH,Crypto
20,JOBY,754628.5182742657,14.618160755534301,-0.031427739145305285,7.258231496198245,200093.0,37713.888955349044,BULLISH,eVTOL
13,ENVX,1602417.8331953124,20.469400421302172,0.10984708900490782,12.650165796966585,427979.0,37441.506083132874,BULLISH,Clean Energy
6,CAVA,573327.4440274903,11.60219662768676,0.024659156644559022,5.870096263063076,164551.0,34841.93010236889,BULLISH,Restaurant
21,JPM,2231970.9808529443,8.700941392609145,0.0032966466890228976,-1.0246320664004938,702925.0,31752.619139352624,BULLISH,Financials
