,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_previous,normalized_score,sentiment,trading_date,prev_trading_date,sector
60,XLF,1196609.9551934889,2.576612058997402,0.05826137494407062,-1.290594423978532,5485837.0,2181.271436233867,BULLISH,2025-05-15,2025-05-14,Financials
61,XLI,203391.48405381714,4.217713345757691,0.05225955360412597,1.942861128661058,1114338.0,1825.2225451686754,BULLISH,2025-05-15,2025-05-14,Industrials
29,MU,354185.3979352486,-0.20696496912131207,0.034666182318273335,-2.2177510679854535,1999446.0,1771.41767237149,BULLISH,2025-05-15,2025-05-14,Semiconductor
34,PDYN,696.4567764226565,1.094138202418086,0.17389403921274038,-2.058747705550373,7698.0,904.7243133575689,BULLISH,2025-05-15,2025-05-14,Technology
20,JOBY,16910.95765391443,2.1227535530750963,0.11678902544012816,2.266653468275273,201710.0,838.3797359533206,BULLISH,2025-05-15,2025-05-14,eVTOL
52,TSM,139614.93446255708,2.1161282178763705,0.05194136809392376,-1.8209788795791797,1976964.0,706.2087850995622,BULLISH,2025-05-15,2025-05-14,Semiconductor
58,XLB,29313.06050082006,-25.130778204548935,0.011258771877544095,28.103052250697107,659455.0,444.50433313599956,BULLISH,2025-05-15,2025-05-14,Materials
31,NOW,567.3987357808084,4.650403499923974,0.023581604226615996,3.0640711373317866,111000.0,51.11700322349625,BULLISH,2025-05-15,2025-05-14,Software
13,ENVX,-24274.369228693944,1.43773721614247,0.04070380828074919,-1.2752973327897033,431586.0,-562.4457055765002,BEARISH,2025-05-15,2025-05-14,Clean Energy
19,IWM,-737594.3631746914,-1.1051738017443986,0.01522176804665,-5.719511016277911,12436775.0,-593.075265231293,BEARISH,2025-05-15,2025-05-14,Index
16,GRAB,-71190.49728620856,0.9260006146416959,0.09105098567116478,6.184528393531224,1000703.0,-711.4048552488455,BEARISH,2025-05-15,2025-05-14,Rideshare
44,SGMO,-6726.3396965082375,3.4275277298111635,1.1098791163684476,7.273563293860501,88698.0,-758.3417547755572,BEARISH,2025-05-15,2025-05-14,Biotech
30,NBIS,-93724.79087712873,8.983284417282194,0.1719299400155644,1.6589180450106455,406809.0,-2303.9016068260225,BEARISH,2025-05-15,2025-05-14,Technology
59,XLE,-1009990.3191368486,-2.6042449771261578,0.05589758571282712,0.5292925814262225,2467550.0,-4093.0895792865335,BEARISH,2025-05-15,2025-05-14,Energy
6,CAVA,-88185.0430350625,3.29490813262022,0.06909905886500932,-1.4185706907495264,169289.0,-5209.141942776109,BEARISH,2025-05-15,2025-05-14,Restaurant
24,MBLY,-204778.54870575608,-5.956809122666317,0.14845027265656985,-3.816670036769678,353363.0,-5795.1327305279865,BEARISH,2025-05-15,2025-05-14,Automotive Tech
57,XBI,-500936.6076835611,-5.500719144872233,0.032305444447990585,-6.102782854773301,759910.0,-6592.051791443212,BEARISH,2025-05-15,2025-05-14,Biotech
41,ROKU,-159326.97141751615,-2.332039004927024,0.02611343512764522,1.2349839522955661,235345.0,-6769.932287387289,BEARISH,2025-05-15,2025-05-14,Technology
32,NVAX,-259663.74830994595,-3.0645596732936986,0.27733131387436355,-2.0368063580997333,306442.0,-8473.503903183831,BEARISH,2025-05-15,2025-05-14,Biotech
55,VKTX,-186837.40637080558,-4.572790936996456,0.102034093938418,0.7699973863496453,219572.0,-8509.163571439236,BEARISH,2025-05-15,2025-05-14,Biotech
53,U,-567970.0101445422,-6.240183093042356,0.09993490118884364,-2.938869840978327,665239.0,-8537.83392351534,BEARISH,2025-05-15,2025-05-14,Software
35,PLTR,-5178983.950303325,0.131676549805866,0.028374811381311593,-5.602405673877303,3635986.0,-14243.685070028667,BEARISH,2025-05-15,2025-05-14,Software
49,TNA,-501737.058691002,-10.090263224960974,0.24660739620387895,2.4022997265619113,321927.0,-15585.429575369633,BEARISH,2025-05-15,2025-05-14,Leveraged Index
40,RIOT,-3016323.0331384735,-6.421779346070393,-0.0282827311165102,-1.4848711642871768,1316755.0,-22907.245714946766,BEARISH,2025-05-15,2025-05-14,Crypto
47,SRPT,-264890.7765302955,-8.881920613317856,0.12990061737566871,-2.216638666804945,115109.0,-23012.169033724167,BEARISH,2025-05-15,2025-05-14,Biotech
18,IBB,-327667.2487874555,-5.20185567917171,0.041553296427332374,-2.537680642652366,125805.0,-26045.64594312273,BEARISH,2025-05-15,2025-05-14,Biotech
23,MARA,-6199891.186138172,-6.93957175321386,-0.00013738200583652163,-3.6546552935396743,1913793.0,-32395.829570586637,BEARISH,2025-05-15,2025-05-14,Crypto
48,TCMD,-12688.029775721508,-6.9117119771053765,0.5032201330306681,-4.115359393518751,3647.0,-34790.320196658926,BEARISH,2025-05-15,2025-05-14,Healthcare
0,AAPL,-25923330.90144806,-1.3608930089331668,0.020264785209074616,-1.314847327528311,5185825.0,-49988.82704574115,BEARISH,2025-05-15,2025-05-14,Technology
25,META,-17612035.130316474,-3.24679878723008,0.009968722835594036,-1.3398165240830735,2170508.0,-81142.45665215918,BEARISH,2025-05-15,2025-05-14,Technology
66,XLV,-3647873.454381497,-20.933505819733526,0.05932067007969766,6.943356684223296,417282.0,-87419.86125405594,BEARISH,2025-05-15,2025-05-14,Healthcare
4,AMZN,-50647947.47282775,-14.828915167231697,0.019958051664322775,0.1749826012437826,4290265.0,-118053.19128964702,BEARISH,2025-05-15,2025-05-14,Other
26,MRNA,-11293770.898686197,-20.962575545802093,0.08693230639022435,5.020923570386951,872772.0,-129401.15973800943,BEARISH,2025-05-15,2025-05-14,Biotech
28,MSTR,-47943529.07447289,-5.75089625034066,0.005605553318272665,-4.252588108035326,2294292.0,-208968.73229071492,BEARISH,2025-05-15,2025-05-14,Crypto
