,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_previous,normalized_score,sentiment,sector
29,MU,153.6221590909091,0.10471858152072876,0.014542032036758558,0.10471858152072876,1970524.0,0.7796005483359203,BULLISH,Semiconductor
57,XBI,53.7519406589615,-0.007821892608311494,0.012750649668919223,0.08035216952174527,742544.0,0.7238889636029852,BULLISH,Biotech
65,XLU,7.228915662650583,0.004107338444687831,0.010055681163787841,-0.004107338444687831,651532.0,0.11095258042046413,BULLISH,Utilities
0,AAPL,30.434782608695656,0.014860733695652176,0.0071531170929968356,-0.014860733695652176,5089261.0,0.059801968515066646,BULLISH,Technology
33,NVDA,55.647668393782396,0.00289424602869831,0.0028684414958552082,-0.00289424602869831,22027905.0,0.025262351727857187,BULLISH,Semiconductor
20,JOBY,0.0,0.0,0.05180502846432171,0.0,200092.0,0.0,BEARISH,eVTOL
43,SGI,0.0,0.0,0.0069621274199740575,0.0,20537.0,0.0,BEARISH,Technology
23,MARA,0.0,0.0,0.007455537636204771,0.0,1851106.0,0.0,BEARISH,Crypto
47,SRPT,0.0,0.0,0.048356857561252416,0.0,112742.0,0.0,BEARISH,Biotech
48,TCMD,0.0,0.0,-0.038979370636635625,0.0,3445.0,0.0,BEARISH,Healthcare
50,TQQQ,0.0,0.0,0.006521875747010552,0.0,1089287.0,0.0,BEARISH,Leveraged Index
51,TSLA,0.0,0.0,-0.02341927440882959,0.0,8424021.0,0.0,BEARISH,EV
52,TSM,0.0,0.0,0.006539587600743248,0.0,1956151.0,0.0,BEARISH,Semiconductor
53,U,0.0,0.0,0.016007216076573582,0.0,659675.0,0.0,BEARISH,Software
55,VKTX,0.0,0.0,-0.0005678326593100197,0.0,209156.0,0.0,BEARISH,Biotech
56,WGS,0.0,0.0,0.0045973822497446595,0.0,52152.0,0.0,BEARISH,Biotech
60,XLF,0.0,-6.523407521105142,0.01597162018126739,6.523407521105142,5405151.0,0.0,BEARISH,Financials
5,BAC,0.0,0.0,0.0055528658892017935,0.0,3055206.0,0.0,BEARISH,Financials
4,AMZN,0.0,0.0,0.006859130627567903,0.0,4186457.0,0.0,BEARISH,Other
63,XLP,0.0,0.0,0.014493800821773343,0.0,465942.0,0.0,BEARISH,Consumer Staples
64,XLRE,0.0,0.0,0.04812316688537597,0.0,55501.0,0.0,BEARISH,Real Estate
9,CSIQ,0.0,0.0,0.02687239961210665,0.0,75564.0,0.0,BEARISH,Clean Energy
34,PDYN,0.0,0.0,0.030658375854492194,0.0,7418.0,0.0,BEARISH,Technology
18,IBB,0.0,0.0,0.03595693589404113,0.0,128186.0,0.0,BEARISH,Biotech
26,MRNA,0.0,0.0,0.010999407240647536,0.0,849078.0,0.0,BEARISH,Biotech
16,GRAB,0.0,0.0,0.013948815589488637,0.0,988900.0,0.0,BEARISH,Rideshare
39,RDDT,0.0,0.0,0.005940194154689995,0.0,395283.0,0.0,BEARISH,Social Media
38,RBLX,0.0,0.0,0.010970296822481377,0.0,448110.0,0.0,BEARISH,Software
13,ENVX,0.0,0.0,0.0416101487505008,0.0,427073.0,0.0,BEARISH,Clean Energy
24,MBLY,0.0,0.0,0.01581580010959675,0.0,347423.0,0.0,BEARISH,Automotive Tech
30,NBIS,0.0,0.0,0.03312444877591484,0.0,384627.0,0.0,BEARISH,Technology
35,PLTR,0.0,0.0,0.00027968662182705433,0.0,3529300.0,0.0,BEARISH,Software
1,ACHR,0.0,0.0,-0.0340545357154781,0.0,505583.0,0.0,BEARISH,eVTOL
32,NVAX,0.0,0.0,-0.0007161031100239669,0.0,301221.0,0.0,BEARISH,Biotech
15,GOOGL,0.0,0.0,0.018961649313198773,0.0,3464842.0,0.0,BEARISH,Technology
3,AMD,-24.519940915805012,-0.006188778625897277,0.005237773333284243,0.006188778625897277,3772697.0,-0.06499313598681529,BEARISH,Semiconductor
12,DIS,-12.082670906200333,-0.005899741653418131,0.007866773487031459,0.005899741653418131,940634.0,-0.1284524151391544,BEARISH,Entertainment
59,XLE,-93.06459217350309,-0.09948105400155739,0.010841136820517036,0.09948105400155739,2424910.0,-0.3837857577126701,BEARISH,Energy
19,IWM,-960.9970674486804,-0.031623241694052076,0.008274475423321586,0.044461177427345795,12276074.0,-0.7828211751156602,BEARISH,Index
40,RIOT,-100.0,-0.20161290322580644,0.034461193498180755,0.20161290322580644,1256433.0,-0.7959039598609715,BEARISH,Crypto
7,COST,-39.82191441998516,-0.01609616589328422,0.011616026782588603,-0.01609616589328422,261986.0,-1.520001619169924,BEARISH,Retail
66,XLV,-119.434628975265,-0.1452976021596898,0.009611426666334019,0.1452976021596898,411872.0,-2.8997996701709514,BEARISH,Healthcare
36,PM,-160.79280230537407,-0.08953284581056563,0.019870158993885334,0.034833051751208204,236496.0,-6.798964984835856,BEARISH,Consumer Goods
28,MSTR,-1603.250364937504,0.0138399808777227,0.01799840162671382,0.02247345670078088,2184238.0,-7.3400900677375995,BEARISH,Crypto
10,CVNA,-261.69575544769185,-0.14790634325841348,0.0019217899801106466,0.05745223206647019,352901.0,-7.4155572086135155,BEARISH,Auto Retail
58,XLB,-477.3670886075948,-0.11651378367258025,0.018791613434012942,-0.13587627368879635,548893.0,-8.696906111165468,BEARISH,Materials
46,SPY,-15072.86070817443,0.022392681884981166,0.005307237055550464,-0.013072250278366188,16773116.0,-8.986321151165013,BEARISH,Index
45,SPHR,-105.0,-0.45454545454545453,0.08436729567226393,0.45454545454545453,44871.0,-23.40041452162867,BEARISH,Technology
6,CAVA,-584.6910544113123,-0.02309206376032039,0.014198481864386827,0.02309206376032039,164431.0,-35.55844423565582,BEARISH,Restaurant
8,CPRT,-1878.279992513569,0.08138657773694281,0.019134416421997584,-0.08138657773694281,41967.0,-447.56117723772707,BEARISH,Auto Services
