,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_previous,normalized_score,sentiment,trading_date,prev_trading_date
56,CRWV,56710476.82928404,28.12174438340301,0.39663737758049017,15.577212791201644,295585.0,1918584.3946507447,BULLISH,2025-05-21,2025-05-20
245,WRD,2058080.5896458486,32.45894448343498,-0.12280732446787308,9.714500074542418,30548.0,673720.2401616633,BULLISH,2025-05-21,2025-05-20
89,GOOG,53551821.450771704,16.42062434634649,0.027337907184534677,5.6994095573926655,1436778.0,372721.6135740644,BULLISH,2025-05-21,2025-05-20
90,GOOGL,114937189.72771613,16.208830007660016,0.01616443312481726,7.423356537139578,3381381.0,339911.9759876693,BULLISH,2025-05-21,2025-05-20
166,PLBY,311989.89774088847,7.022342344621514,-0.11680851751512096,8.195362872480752,14750.0,211518.5747395854,BULLISH,2025-05-21,2025-05-20
257,XPEV,7913868.390834425,41.708424187848706,-0.009861024219848384,14.696375084847952,501851.0,157693.5861607215,BULLISH,2025-05-21,2025-05-20
39,CGC,1192627.9579893104,16.43292600247117,-0.15029294973754884,11.935745709659878,278181.0,42872.37295103944,BULLISH,2025-05-21,2025-05-20
230,UL,87012.0045436272,3.534808414340287,-0.006900273692125199,1.6654362245190737,33635.0,25869.48254604644,BULLISH,2025-05-21,2025-05-20
42,CLS,252478.0632388494,8.945942320216053,0.08447428478014855,2.5559568066454053,101254.0,24935.119920087047,BULLISH,2025-05-21,2025-05-20
22,BGFV,30743.655172413793,8.317241379310344,0.42291601041666665,9.383908045977012,13807.0,22266.71628334453,BULLISH,2025-05-21,2025-05-20
62,DASH,476372.83332034707,28.795108023569792,0.038768319292822324,25.14373858145234,216625.0,21990.667435445914,BULLISH,2025-05-21,2025-05-20
149,NSC,40754.059050599164,-2.349915039673376,0.013879703698764184,0.5592314286526017,18908.0,21553.87087507889,BULLISH,2025-05-21,2025-05-20
