,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_previous,normalized_score,sentiment,trading_date,prev_trading_date
106,IONQ,824571247.6891587,287.50060162384307,0.5264396651668738,262.07971617298085,416732.0,19786607.404498782,BULLISH,2025-05-22,2025-05-21
88,GME,200591084.76131046,49.19386940548626,0.26913970085524047,40.13739943547607,1268646.0,1581143.0829507243,BULLISH,2025-05-22,2025-05-21
191,SERV,14528896.616747038,52.067351152678185,0.45730521204946384,40.64132072678439,106284.0,1366988.12772826,BULLISH,2025-05-22,2025-05-21
173,QBTS,74671034.93485796,54.120580359939,0.6046940856244487,37.25828161481179,675133.0,1106019.6277601297,BULLISH,2025-05-22,2025-05-21
171,PTON,35147133.45031579,39.53979998294219,-0.003916678298547523,33.170495322858464,578099.0,607977.7590052186,BULLISH,2025-05-22,2025-05-21
10,AMC,41975643.82582961,28.119355891845537,0.33464375872711644,21.113664288446515,1231952.0,340724.6696773057,BULLISH,2025-05-22,2025-05-21
200,SNOW,11820153.995619403,37.72248131274492,-0.006380092259755709,1.961880612854406,466280.0,253499.0562670371,BULLISH,2025-05-22,2025-05-21
228,U,40662001.43864007,15.907158310913662,0.03535359025052782,12.351132198566116,2533160.0,160518.8832866462,BULLISH,2025-05-22,2025-05-21
59,CVNA,4621357.295692424,8.478854950977873,0.04131950648951891,0.7956364678203643,391256.0,118115.9469935905,BULLISH,2025-05-22,2025-05-21
89,GOOG,17539938.6668689,9.50176592905977,0.02471998838391607,4.799225998713122,1510740.0,116101.63672682857,BULLISH,2025-05-22,2025-05-21
90,GOOGL,30392111.65236353,9.584176815655553,0.03116163954655548,5.880928806744564,3491886.0,87036.37991722391,BULLISH,2025-05-22,2025-05-21
46,COIN,8151545.857675611,9.569443959507513,0.01830755171531874,2.6418642240612638,962659.0,84677.39726814594,BULLISH,2025-05-22,2025-05-21
105,INTU,715402.0806303273,4.555605290801709,0.013707470511808227,1.0956092178152368,96965.0,73779.41325533207,BULLISH,2025-05-22,2025-05-21
