,ticker,weighted_score,sentiment_score,iv_change,price_change_pct,openInterest_evening,normalized_score,sentiment,trading_date,prev_trading_date,sector
184,ROOT,360.0930668772342,0.44670511364329735,-0.49614609619206534,0.34075358976520764,25524.0,141.0801860512593,BULLISH,2025-05-22,2025-05-21,Insurance
149,NSC,211.43644505683778,0.09734642958417945,-0.19768356686797586,-0.09734642958417945,19123.0,110.56656646804255,BULLISH,2025-05-22,2025-05-21,Rail
148,NOW,943.298969072165,0.08563767308871222,-0.3406807633708706,0.08563767308871222,101203.0,93.20859747953767,BULLISH,2025-05-22,2025-05-21,Software
142,NBIS,3068.653846153846,0.42302920404657374,-1.1294801106822578,0.42302920404657374,345010.0,88.94391020996046,BULLISH,2025-05-22,2025-05-21,Technology
105,INTU,824.1991422537671,0.1481565115466172,-0.26285406826478347,-0.0680564930793169,96965.0,84.99965371564659,BULLISH,2025-05-22,2025-05-21,Software
220,TQQQ,8823.431887261673,0.10302093520450938,-0.8005620723601982,0.03164941949343954,1083609.0,81.4263437020334,BULLISH,2025-05-22,2025-05-21,Leveraged Index
189,SCHW,3270.8423326133916,0.24018552295620813,-0.33246258296035786,0.24018552295620813,483475.0,67.65277072471983,BULLISH,2025-05-22,2025-05-21,Financials
72,DPZ,129.36559843034664,0.11612710810623576,-0.23798495707034206,-0.11612710810623576,22090.0,58.562968958961804,BULLISH,2025-05-22,2025-05-21,Restaurant
144,NET,729.8279158699811,0.13994914702900035,-0.6517989181979985,-0.019016600903071442,174805.0,41.75097485026063,BULLISH,2025-05-22,2025-05-21,Software
15,APP,1188.950154674536,0.06515372112253828,-0.6917842797339055,0.05855761908364726,295064.0,40.294653182853075,BULLISH,2025-05-22,2025-05-21,Software
218,TMUS,738.4615384615385,0.11538461538461538,-0.24542526076297758,-0.11538461538461538,195203.0,37.83044002712758,BULLISH,2025-05-22,2025-05-21,Telecom
76,ERIC,133.33333333333331,1.1904761904761902,-0.37810127982003344,-1.1904761904761902,35933.0,37.10609560385532,BULLISH,2025-05-22,2025-05-21,Telecom
135,MNDY,54.666666666666664,0.14385964912280702,-0.3253197507235879,0.14385964912280702,15555.0,35.14411228972463,BULLISH,2025-05-22,2025-05-21,Software
69,DKNG,7896.0224089635885,0.027473217199812074,-0.5218968491456328,-0.027473217199812074,2509296.0,31.467082436522386,BULLISH,2025-05-22,2025-05-21,Sports Betting
251,XLK,1098.2472740744154,0.08437375137714911,-0.2922028434990575,0.04307495633022813,388010.0,28.304612614994856,BULLISH,2025-05-22,2025-05-21,Technology
26,BLK,99.2914653784219,0.07210709177808416,-0.18732205201716204,0.07210709177808416,36498.0,27.20463186432734,BULLISH,2025-05-22,2025-05-21,Financials
216,TM,60.4972375690607,0.057289050728277176,-0.21365096553455698,0.057289050728277176,24985.0,24.213423081473167,BULLISH,2025-05-22,2025-05-21,Auto Manufacturing
114,JOBY,375.00000000000006,0.34722222222222227,-0.8970034810836227,-0.34722222222222227,187773.0,19.97092233707722,BULLISH,2025-05-22,2025-05-21,eVTOL
227,TXN,442.23889209463357,0.0641297697353007,-0.33258765545519764,-0.0641297697353007,242438.0,18.241319104044482,BULLISH,2025-05-22,2025-05-21,Semiconductor
37,CF,239.20289855072468,0.12363954209665597,-0.31451885174049937,-0.12363954209665597,140251.0,17.055343530579083,BULLISH,2025-05-22,2025-05-21,Chemicals
56,CRWV,484.48275862068965,0.09444108355179136,-1.6636998465736195,0.09444108355179136,319951.0,15.142404887644972,BULLISH,2025-05-22,2025-05-21,Technology
121,LMT,131.2100417363576,-0.0031894932358526324,-0.2183725459179524,0.030214063483766256,100361.0,13.073807727738624,BULLISH,2025-05-22,2025-05-21,Aerospace
59,CVNA,503.9313946922642,0.038509200266870255,-0.6903156882479431,0.038509200266870255,391256.0,12.87983812880222,BULLISH,2025-05-22,2025-05-21,Auto Retail
42,CLS,129.5157962604771,0.12382007290676586,-0.6506210803369993,-0.12382007290676586,106042.0,12.21363198171263,BULLISH,2025-05-22,2025-05-21,Technology
259,ZM,272.0264317180616,0.05102538720556781,-0.4387764462579237,0.004880106167728695,250366.0,10.865150688115063,BULLISH,2025-05-22,2025-05-21,Software
209,STLD,27.830401443391978,0.07441283808393577,-0.17446109422163528,-0.07441283808393577,27202.0,10.231012956176745,BULLISH,2025-05-22,2025-05-21,Steel
7,ADBE,223.20131135920616,0.062160099486438344,-0.32566260706179767,0.062160099486438344,300529.0,7.426947527832793,BULLISH,2025-05-22,2025-05-21,Software
115,JPM,560.8545603944125,0.04902574828622487,-0.2817505201709987,0.04902574828622487,781362.0,7.177909347964355,BULLISH,2025-05-22,2025-05-21,Financials
159,PANW,368.41840846600684,0.04624291044027221,-0.2757605877838766,0.02885897620871743,663896.0,5.549339180624779,BULLISH,2025-05-22,2025-05-21,Software
92,GS,143.67399189246854,0.25962954698559376,-0.26474517776475354,0.14721476090231222,267335.0,5.374305343201172,BULLISH,2025-05-22,2025-05-21,Financials
140,MSTR,1197.7671367731068,0.03654341558054956,-0.6308722445793138,-0.03662477811001296,2365490.0,5.0635053911583086,BULLISH,2025-05-22,2025-05-21,Crypto
122,LOW,63.674932523616754,0.06824437745490378,-0.19506956263752726,-0.04460573539520907,128238.0,4.965371615559877,BULLISH,2025-05-22,2025-05-21,Retail
98,HOOD,833.1684609729289,0.1109162123274542,-0.8289266208704631,0.05502581665805303,1850512.0,4.502367242000748,BULLISH,2025-05-22,2025-05-21,Financials
106,IONQ,173.6842105263158,0.08598228243877021,-1.0367576509653225,-0.08598228243877021,416732.0,4.16776754668026,BULLISH,2025-05-22,2025-05-21,Technology
169,PM,94.0776699029126,0.07073509015256586,-0.25810949754505585,0.07073509015256586,240295.0,3.915090613741967,BULLISH,2025-05-22,2025-05-21,Consumer Goods
6,ACN,28.524156187954997,0.03420162612464628,-0.22570525941542297,-0.03420162612464628,77043.0,3.7023683122353748,BULLISH,2025-05-22,2025-05-21,Other
145,NFLX,197.9022491349481,0.0223365969678271,-0.42888455751074195,0.0223365969678271,561526.0,3.5243648403626566,BULLISH,2025-05-22,2025-05-21,Streaming
71,DOCN,18.666666666666668,0.07745504840940526,-0.38654691595686924,-0.07745504840940526,54837.0,3.4040276941967407,BULLISH,2025-05-22,2025-05-21,Cloud Services
215,TGT,248.38709677419357,0.020490603594637318,-0.3751868030928873,0.020490603594637318,753762.0,3.295298738516847,BULLISH,2025-05-22,2025-05-21,Retail
196,SHOP,184.233055272624,0.03434370322624538,-0.548443260589658,-0.03434370322624538,560930.0,3.284421501303621,BULLISH,2025-05-22,2025-05-21,E-Commerce
29,BP,201.9230769230769,0.06085686465433301,-0.3631858866189746,0.06085686465433301,631887.0,3.1955567518096895,BULLISH,2025-05-22,2025-05-21,Energy
156,ON,97.27272727272727,0.1283281362437035,-0.5321397599200649,0.1283281362437035,308787.0,3.1501561682560233,BULLISH,2025-05-22,2025-05-21,Semiconductor
200,SNOW,158.99994153545876,0.06210935216228858,-0.5944832345020845,0.006260958587991394,534092.0,2.9770141012308513,BULLISH,2025-05-22,2025-05-21,Software
157,ORCL,172.18230281068907,0.06931654702523714,-0.40688931983738896,-0.06931654702523714,644832.0,2.6701885578055844,BULLISH,2025-05-22,2025-05-21,Software
73,EA,34.43103448275862,0.07325752017608217,-0.24216843013519934,0.07325752017608217,144466.0,2.383331336283874,BULLISH,2025-05-22,2025-05-21,Gaming
120,LLY,75.51608342170378,0.029111828612838776,-0.3557962323825104,-0.03804426180764103,398535.0,1.8948419441630922,BULLISH,2025-05-22,2025-05-21,Healthcare
55,CRWD,36.400486420753936,0.009790340618814937,-0.4660095514906524,-0.009790340618814937,381634.0,0.9538061708535911,BULLISH,2025-05-22,2025-05-21,Software
95,HD,23.46545071904594,0.019093125076522326,-0.2568627165026622,0.019093125076522326,246111.0,0.9534498953336478,BULLISH,2025-05-22,2025-05-21,Retail
3,ABNB,29.026845637583897,0.02868265379207895,-0.39954048181677054,-0.02868265379207895,318099.0,0.9125098047332402,BULLISH,2025-05-22,2025-05-21,Travel & Leisure
226,TWLO,9.11559348332038,0.004932680456342197,-0.5370328751512008,0.004932680456342197,122364.0,0.7449571347226619,BULLISH,2025-05-22,2025-05-21,Software
68,DIS,61.17330944917151,0.029957546253267145,-0.43094018111031857,-0.029957546253267145,950400.0,0.6436585590190605,BULLISH,2025-05-22,2025-05-21,Entertainment
257,XPEV,26.62650602409639,0.05467455035748745,-0.6446242963736846,-0.05467455035748745,513290.0,0.5187419592062263,BULLISH,2025-05-22,2025-05-21,EV
21,BAC,143.26647564469914,0.03872066909316193,-0.34995046176955763,0.03872066909316193,2921637.0,0.49036370926538486,BULLISH,2025-05-22,2025-05-21,Financials
207,SPY,757.4682596903217,0.03333333970662025,-0.2263472597346128,0.022671242510180625,15794867.0,0.479566089217669,BULLISH,2025-05-22,2025-05-21,Index
133,META,86.37139373894681,0.009116851794389131,-0.36074905460295154,-0.009116851794389131,2086516.0,0.41395030634295066,BULLISH,2025-05-22,2025-05-21,Technology
90,GOOGL,142.75284139100938,0.009033895781197558,-0.37041053847048916,-0.009033895781197558,3491886.0,0.408813006469883,BULLISH,2025-05-22,2025-05-21,Technology
89,GOOG,59.87350667603653,0.021630602122845566,-0.36955546178663395,0.021630602122845566,1510740.0,0.3963190666563176,BULLISH,2025-05-22,2025-05-21,Technology
190,SE,10.44776119402986,0.09276568392197229,-0.5228523891028528,0.07526524641103449,330368.0,0.316246161675158,BULLISH,2025-05-22,2025-05-21,E-Commerce
181,RIOT,37.960954446854664,0.01591654274501244,-1.0660278912903727,-0.01591654274501244,1202001.0,0.31581466610139813,BULLISH,2025-05-22,2025-05-21,Crypto
185,RTX,5.389221556886228,0.02211095051276756,-0.3026993703750084,0.02211095051276756,222322.0,0.2424061297076415,BULLISH,2025-05-22,2025-05-21,Aerospace
1,AAPL,90.32063009195929,-0.002317102245240661,-0.3730455075132099,0.017605803651314016,4974947.0,0.18155093932047778,BULLISH,2025-05-22,2025-05-21,Technology
139,MSFT,31.510204081632647,0.012474348409197407,-0.3127720955284342,-0.012474348409197407,2210696.0,0.14253522004668506,BULLISH,2025-05-22,2025-05-21,Technology
249,XLF,64.94200244200243,0.12681852484217934,-0.27233273710757006,-0.025741478239840927,5157041.0,0.12592880770581896,BULLISH,2025-05-22,2025-05-21,Financials
175,QQQ,101.34370408463118,0.019040451625264836,-0.2556815004397921,0.0053532344218846966,8786097.0,0.11534553293075549,BULLISH,2025-05-22,2025-05-21,Index
80,F,49.55752212389382,0.03555058975889083,-0.40888267862897354,-0.03555058975889083,4765441.0,0.10399356979531131,BULLISH,2025-05-22,2025-05-21,Auto Manufacturing
152,NVDA,85.09356778150399,0.010409353593450243,-0.42953508575460564,0.010409353593450243,21924717.0,0.03881170634106885,BULLISH,2025-05-22,2025-05-21,Semiconductor
52,CRM,0.0,-0.026093788531349825,-0.3455964054167123,-0.026093788531349825,492144.0,0.0,BEARISH,2025-05-22,2025-05-21,Software
27,BLNK,0.0,0.0,-1.4607055486918605,0.0,63169.0,0.0,BEARISH,2025-05-22,2025-05-21,EV Infrastructure
24,BILL,0.0,0.0,-0.37845777241030093,0.0,78144.0,0.0,BEARISH,2025-05-22,2025-05-21,Software
22,BGFV,0.0,0.0,-1.1117154778645832,0.0,14200.0,0.0,BEARISH,2025-05-22,2025-05-21,Other
